Last_Name,First_Name,Student_Type,Hall,Room,Room_Type,Citizenship_DESC,DOB,Email
Rivers,Carlie,Ent First Year,Togepi House,103,Triple,Domestic,9/19/1996,crivers@pokeacademy.edu
Cohen,Layla,Ent First Year,Cyndaquil House,207,Double,Domestic,12/14/1996,lcohen@pokeacademy.edu
Reeves,Jamel,Ent First Year,Ho-Oh House,110,Double,Domestic,5/23/2006,jreeves@pokeacademy.edu
Pearson,Rey,Ent First Year,Muk House,213,Quadruple,Domestic,10/10/2003,rpearson@pokeacademy.edu
Avila,Corey,Ent Transfer,Ivysaur House,310,Triple,Domestic,10/14/2005,cavila@pokeacademy.edu
Petty,Adolfo,Ent First Year,Cubone House,202,Triple,International,1/14/1994,apetty@pokeacademy.edu
Rocha,Lyric,Ent First Year,Ivysaur House,110,Single,International,3/25/2006,lrocha@pokeacademy.edu
Gould,Jaron,Ent Transfer,Ho-Oh House,310,Double,Domestic,11/4/1994,jgould@pokeacademy.edu
Zamora,Dashawn,Ent First Year,Mudkip House,101,Single,Domestic,9/7/2002,dzamora@pokeacademy.edu
Kent,Macie,Ent First Year,Regice House,215,Single,Domestic,6/16/1996,mkent@pokeacademy.edu
Benjamin,Malcolm,Ent First Year,Caterpie House,511,Single,Domestic,8/14/2003,mbenjamin@pokeacademy.edu
Murray,Rylan,Ent First Year,Moltres House,403,Quadruple,Domestic,8/8/1991,rmurray@pokeacademy.edu
Rodriguez,Lindsey,Ent First Year,Muk House,506,Quadruple,International,6/3/2004,lrodriguez@pokeacademy.edu
Nielsen,Skyla,Ent First Year,Bayleef House,503,Double,Domestic,8/8/2004,snielsen@pokeacademy.edu
Cross,Ben,Ent First Year,Farfetch'd House,404,Triple,Domestic,7/17/2005,bcross@pokeacademy.edu
Hardin,Jarvis,Ent First Year,Mew House,206,Double,International,10/29/2004,jhardin@pokeacademy.edu
Moody,Raegan,Ent First Year,Togepi House,416,Quadruple,Domestic,8/13/1992,rmoody@pokeacademy.edu
Webster,Lauryn,Ent Transfer,Leafeon House,206,Double,Domestic,4/18/1999,lwebster@pokeacademy.edu
Beard,Jamison,Ent First Year,Lickitung House,311,Quadruple,Domestic,1/23/1993,jbeard@pokeacademy.edu
Chambers,Emerson,Ent First Year,Cubone House,104,Double,Domestic,11/19/1996,echambers@pokeacademy.edu
Skinner,Austyn,Ent First Year,Charmander House,511,Double,International,9/19/2000,askinner@pokeacademy.edu
Martin,Kiarra,Ent First Year,Vulpix House,406,Quadruple,International,8/19/2002,kmartin@pokeacademy.edu
Curry,Tyrell,Ent First Year,Leafeon House,214,Triple,International,9/13/1997,tcurry@pokeacademy.edu
Key,Kailyn,Ent First Year,Vulpix House,502,Triple,Domestic,10/5/1997,kkey@pokeacademy.edu
Anthony,Carrie,Ent First Year,Pidgey House,101,Triple,Domestic,4/29/2001,canthony@pokeacademy.edu
Day,Cameron,Ent First Year,Rowlet House,406,Quadruple,Domestic,9/19/1990,cday@pokeacademy.edu
Holmes,Glen,Ent First Year,Umbreon House,412,Triple,Domestic,7/28/2002,gholmes@pokeacademy.edu
Mills,Lloyd,Ent First Year,Spoink House,204,Quadruple,Domestic,10/20/1994,lmills@pokeacademy.edu
Fitzgerald,Alisa,Ent First Year,Spoink House,311,Single,Domestic,4/18/2004,afitzgerald@pokeacademy.edu
Brown,Drew,Ent First Year,Squirtle House,502,Double,Domestic,2/3/1997,dbrown@pokeacademy.edu
Morales,Alan,Ent First Year,Squirtle House,416,Double,Domestic,12/7/2004,amorales@pokeacademy.edu
Olson,Karly,Ent First Year,Pikachu Hall,415,Double,Domestic,7/10/1999,kolson@pokeacademy.edu
Ballard,Estevan,Ent Transfer,Ivysaur House,204,Single,Domestic,10/29/2004,eballard@pokeacademy.edu
Williamson,Adrian,Ent Transfer,Umbreon House,414,Double,Domestic,8/26/2001,awilliamson@pokeacademy.edu
Horne,Kobe,Ent First Year,Cubone House,106,Double,Domestic,7/25/2005,khorne@pokeacademy.edu
Morton,Britney,Ent First Year,Raichu House,414,Triple,Domestic,6/23/1991,bmorton@pokeacademy.edu
Skinner,Grayson,Ent First Year,Wailord House,209,Single,International,10/16/2005,gskinner@pokeacademy.edu
Mcdonald,Jadon,Ent First Year,Moltres House,502,Triple,Domestic,2/18/2003,jmcdonald@pokeacademy.edu
Li,Mariela,Ent First Year,Cyndaquil House,308,Triple,Domestic,10/7/1990,mli@pokeacademy.edu
Ayala,Kelli,Ent First Year,Vulpix House,210,Triple,Domestic,8/3/2002,kayala@pokeacademy.edu
Ramirez,Mariah,Ent First Year,Pikachu Hall,308,Triple,International,8/27/2001,mramirez@pokeacademy.edu
Schneider,Efren,Ent First Year,Leafeon House,414,Single,Domestic,4/6/1998,eschneider@pokeacademy.edu
Todd,Sabrina,Ent First Year,Moltres House,311,Quadruple,Domestic,1/25/2006,stodd@pokeacademy.edu
Savage,Kaitlynn,Ent First Year,Torterra House,509,Double,Domestic,1/19/2005,ksavage@pokeacademy.edu
Nguyen,Omari,Ent First Year,Farfetch'd House,101,Triple,Domestic,11/20/1997,onguyen@pokeacademy.edu
Brewer,Malcolm,Ent First Year,Clefairy House,204,Double,Domestic,2/2/2004,mbrewer@pokeacademy.edu
Riley,Margarita,Ent First Year,Sylveon House,208,Single,Domestic,8/24/1999,mriley@pokeacademy.edu
Barrera,Milton,Ent First Year,Lickitung House,503,Double,International,5/17/2000,mbarrera@pokeacademy.edu
Mendoza,Greta,Ent First Year,Wailord House,311,Single,Domestic,7/12/1999,gmendoza@pokeacademy.edu
Wilkerson,Deon,Ent First Year,Vulpix House,415,Double,Domestic,12/26/1993,dwilkerson@pokeacademy.edu
Walters,Breonna,Ent Transfer,Mudkip House,304,Single,Domestic,4/11/2006,bwalters@pokeacademy.edu
Hoover,Hassan,Ent First Year,Bayleef House,307,Single,Domestic,11/23/2005,hhoover@pokeacademy.edu
Eaton,Harold,Ent First Year,Zapdos House,405,Quadruple,Domestic,7/25/1996,heaton@pokeacademy.edu
Estrada,Catalina,Ent First Year,Ivysaur House,203,Quadruple,Domestic,6/2/1998,cestrada@pokeacademy.edu
Fuller,Jesus,Ent First Year,Vulpix House,303,Double,Domestic,4/4/1998,jfuller@pokeacademy.edu
Kramer,Jane,Ent First Year,Bayleef House,308,Quadruple,Domestic,9/2/1996,jkramer@pokeacademy.edu
Blackburn,Yessenia,Ent First Year,Regice House,210,Triple,Domestic,3/5/1996,yblackburn@pokeacademy.edu
Holland,Braiden,Ent First Year,Articuno House,409,Quadruple,Domestic,7/5/1999,bholland@pokeacademy.edu
Figueroa,Mikaela,Ent First Year,Mew House,411,Quadruple,Domestic,12/18/2005,mfigueroa@pokeacademy.edu
Galloway,Brittney,Ent First Year,Leafeon House,307,Quadruple,Domestic,6/1/1993,bgalloway@pokeacademy.edu
Sanford,Mateo,Ent First Year,Mew House,511,Quadruple,Domestic,6/26/2000,msanford@pokeacademy.edu
Mccann,Lea,Ent Transfer,Cubone House,214,Single,Domestic,2/18/2004,lmccann@pokeacademy.edu
Carson,Chloe,Ent First Year,Mew House,403,Quadruple,Domestic,12/19/1994,ccarson@pokeacademy.edu
Weeks,Kale,Ent First Year,Moltres House,206,Single,Domestic,10/22/1999,kweeks@pokeacademy.edu
Ponce,Baby,Ent First Year,Farfetch'd House,213,Double,Domestic,4/24/1996,bponce@pokeacademy.edu
Nielsen,Larissa,Ent First Year,Lickitung House,511,Triple,Domestic,5/5/1991,lnielsen@pokeacademy.edu
Reilly,Alisa,Ent First Year,Pidgey House,304,Double,Domestic,5/27/2000,areilly@pokeacademy.edu
Morrow,Finn,Ent First Year,Oddish House,301,Triple,International,4/25/2000,fmorrow@pokeacademy.edu
Schaefer,Cameron,Ent First Year,Vulpix House,402,Triple,International,8/30/2000,cschaefer@pokeacademy.edu
Oneill,Sylvia,Ent First Year,Regice House,507,Quadruple,Domestic,7/10/1999,soneill@pokeacademy.edu
Ellison,Tyrone,Ent Transfer,Articuno House,312,Quadruple,Domestic,2/22/1998,tellison@pokeacademy.edu
Simon,Ellen,Ent First Year,Umbreon House,511,Double,International,6/17/1998,esimon@pokeacademy.edu
Hinton,Annika,Ent First Year,Mudkip House,203,Quadruple,Domestic,2/4/1992,ahinton@pokeacademy.edu
Oconnell,Alfred,Ent First Year,Leafeon House,207,Quadruple,Domestic,12/26/1998,aoconnell@pokeacademy.edu
Harper,Emerald,Ent First Year,Caterpie House,508,Quadruple,Domestic,8/2/1998,eharper@pokeacademy.edu
Black,Aldo,Ent First Year,Spoink House,212,Triple,Domestic,3/20/2006,ablack@pokeacademy.edu
Walters,Tessa,Ent First Year,Farfetch'd House,505,Single,International,10/30/2003,twalters@pokeacademy.edu
Fuentes,David,Ent First Year,Cyndaquil House,102,Triple,Domestic,4/10/2004,dfuentes@pokeacademy.edu
Valdez,Marisol,Ent Transfer,Piplup House,204,Quadruple,Domestic,4/27/1990,mvaldez@pokeacademy.edu
Grant,Kevon,Ent First Year,Bayleef House,410,Double,Domestic,3/6/2005,kgrant@pokeacademy.edu
Jimenez,Halie,Ent Transfer,Wailord House,503,Single,Domestic,7/26/1991,hjimenez@pokeacademy.edu
Anthony,Braden,Ent First Year,Farfetch'd House,509,Double,Domestic,10/29/2006,banthony@pokeacademy.edu
Wilson,Bret,Ent First Year,Mew House,110,Triple,International,11/8/2002,bwilson@pokeacademy.edu
Phillips,Cora,Ent First Year,Togepi House,414,Double,Domestic,12/7/2001,cphillips@pokeacademy.edu
Peck,Sally,Ent First Year,Caterpie House,309,Single,Domestic,2/21/2003,speck@pokeacademy.edu
Lopez,Perla,Ent First Year,Bulbasaur House,110,Triple,Domestic,4/16/1999,plopez@pokeacademy.edu
Long,Katlynn,Ent Transfer,Lickitung House,110,Quadruple,Domestic,5/24/1997,klong@pokeacademy.edu
Phillips,Hailie,Ent Transfer,Oddish House,304,Double,Domestic,1/14/2003,hphillips@pokeacademy.edu
Bruce,Elian,Ent Transfer,Charmander House,511,Double,Domestic,11/16/1996,ebruce@pokeacademy.edu
Lane,Alessandro,Ent Transfer,Pikachu Hall,213,Double,Domestic,3/26/2000,alane@pokeacademy.edu
Lang,Daisha,Ent Transfer,Regice House,207,Double,Domestic,4/30/1997,dlang@pokeacademy.edu
Morton,Maximiliano,Ent First Year,Pikachu Hall,408,Triple,Domestic,12/5/1990,mmorton@pokeacademy.edu
Benton,Kelsey,Ent Transfer,Pikachu Hall,307,Single,International,3/10/2004,kbenton@pokeacademy.edu
Proctor,Kevin,Ent First Year,Oddish House,211,Triple,Domestic,9/18/1999,kproctor@pokeacademy.edu
Greene,Deion,Ent First Year,Bulbasaur House,501,Triple,Domestic,5/23/1996,dgreene@pokeacademy.edu
Leonard,Phoenix,Ent Transfer,Mudkip House,307,Triple,International,1/23/1992,pleonard@pokeacademy.edu
Ramsey,Angel,Ent First Year,Torterra House,410,Triple,Domestic,5/3/1991,aramsey@pokeacademy.edu
Baldwin,Carmen,Ent First Year,Leafeon House,412,Single,International,7/17/1996,cbaldwin@pokeacademy.edu
Chan,Donnie,Ent First Year,Pikachu Hall,106,Triple,Domestic,9/1/1996,dchan@pokeacademy.edu
Day,Lilian,Ent First Year,Torterra House,503,Double,Domestic,8/23/1990,lday@pokeacademy.edu
Moore,Sheila,Ent First Year,Pidgey House,306,Double,Domestic,5/28/1997,smoore@pokeacademy.edu
